K,covariance_type,bic,aic,aicc,silhouette,calinski_harabasz,davies_bouldin
64,tied,-20200.20255957979,-22818.947395324707,inf,0.10493550449609756,24.39729419702067,1.2888471397801229
64,spherical,-20318.60394520893,-23057.356727600098,inf,0.10354899615049362,26.195989913963913,1.204512587577844
65,full,-10638.972147217602,-23171.230575561523,inf,0.09283312410116196,24.139501850887655,1.4027239442196227
65,diag,-18052.461880975447,-22784.203777313232,inf,0.0726175606250763,23.992461255594325,1.3325067685953222
65,tied,-20136.47319266549,-22793.792011260986,inf,0.10896783322095871,25.63402167688929,1.2398302109936166
65,spherical,-20252.52783114617,-23034.140594482422,inf,0.09895215183496475,25.846583856302544,1.236031117222392
66,full,-10499.009161980815,-23224.137504577637,inf,0.09580717980861664,24.447567542751038,1.4131293883414493
66,diag,-18021.244593391988,-22825.848457336426,inf,0.08576303720474243,24.145868633447122,1.2696360295934186
66,tied,-20103.344205695037,-22799.237007141113,inf,0.11350271850824356,25.913351498104262,1.3013275012904046
66,spherical,-20416.3130528378,-23240.78579711914,inf,0.0921536386013031,25.8624188923059,1.1805924400339791
67,full,-10169.728603196669,-23087.726860046387,inf,0.10799349844455719,25.434944552283373,1.3768330865224399
67,diag,-18033.944935050473,-22911.410766601562,inf,0.09228318929672241,24.206854530761778,1.2985746315920583
67,tied,-20065.935918034887,-22800.402702331543,inf,0.10685349255800247,25.131699698259766,1.2308169985420432
67,spherical,-20298.307655632943,-23165.640380859375,inf,0.1006891280412674,25.95575722041911,1.2046355703643368
68,full,-10173.285046213055,-23284.153217315674,inf,0.0957007110118866,24.495120257567294,1.437299708344454
68,diag,-17901.001561804176,-22851.329360961914,inf,0.09016574174165726,24.00912215595283,1.3064984807660651
68,tied,-20033.71236471922,-22806.753131866455,inf,0.1156448945403099,25.412450897983582,1.2698178840837435
68,spherical,-20166.112351354117,-23076.305057525635,inf,0.10397081822156906,26.533339610069707,1.2314503026454717
69,full,-9778.938222322708,-23082.676307678223,inf,0.09554023295640945,23.7711965082481,1.401132137803259
69,diag,-17874.647395253432,-22897.837162017822,inf,0.0792832300066948,22.89436152762531,1.2894623021314828
69,tied,-20009.348876863758,-22820.963626861572,inf,0.10827991366386414,24.892991772350772,1.2849715529390384
69,spherical,-20215.1062026539,-23168.158889770508,inf,0.10475699603557587,26.019483826156133,1.1934467226727827
70,full,-9611.119837000471,-23107.727836608887,inf,0.0960545465350151,24.283290376848967,1.356967053009372
70,diag,-17761.183136539603,-22857.234870910645,inf,0.08961715549230576,24.021403360812414,1.310643483363659
70,tied,-19953.745879425776,-22803.93461227417,inf,0.12237165123224258,25.336350501650667,1.2340220786770892
70,spherical,-20160.36234872297,-23156.275016784668,inf,0.10600056499242783,25.808667761565523,1.1793974716183924
71,full,-9488.046671862561,-23177.524585723877,inf,0.09244760125875473,23.879610423389085,1.3722095576636404
71,diag,-17662.574544940035,-22831.488246917725,inf,0.09052589535713196,23.127780632758,1.2973010701821148
71,tied,-19938.8730570061,-22827.635772705078,inf,0.12153232097625732,25.057930653946254,1.2110719216677244
71,spherical,-20091.817801280078,-23130.590450286865,inf,0.10254407674074173,25.349839056043077,1.2036918257999283
72,full,-9324.929576670944,-23207.277404785156,inf,0.09139411896467209,23.49135769468712,1.3733053491210847
72,diag,-17597.653411378793,-22839.429080963135,inf,0.0860990360379219,22.87232552802218,1.3073325301554786
72,tied,-19877.218812925053,-22804.55551147461,inf,0.1075119897723198,24.365930640557956,1.2315656889231015
72,spherical,-20083.199851432404,-23164.832481384277,inf,0.08231880515813828,24.425251815318372,1.1850864778038437
73,full,-9031.300980167067,-23106.51872253418,inf,0.098296619951725,23.819416943485265,1.3517097751826201
73,diag,-17532.297997422043,-22846.935634613037,inf,0.0942782461643219,23.495669271108238,1.3536993499877918
73,tied,-19831.493645992443,-22797.404327392578,inf,0.11229979246854782,24.661894081454697,1.2668198135342417
73,spherical,-20034.523632083994,-23159.016242980957,inf,0.1100926399230957,25.455997474348738,1.1502768352943855
74,full,-8801.966367122663,-23070.054023742676,inf,0.10470140725374222,24.172551040198144,1.3502765904612821
74,diag,-17488.187498473842,-22875.687103271484,inf,0.08440855145454407,23.0642805282209,1.301536112950175
74,tied,-19808.086804102557,-22812.57146835327,inf,0.1072918027639389,23.721043067450832,1.2045033928928992
74,spherical,-19991.68356767333,-23159.03615951538,inf,0.0897197425365448,24.48423109310348,1.1323471956971936
75,full,-8623.02261940419,-23083.9801902771,inf,0.10708094388246536,23.979103377229002,1.2994856034117481
75,diag,-17427.029445509525,-22887.39101791382,inf,0.08507732301950455,22.559162699998897,1.333316458081859
75,tied,-19742.730934197534,-22785.789581298828,inf,0.107010617852211,23.614889310136647,1.2489583141459535
75,spherical,-19963.449254300263,-23173.661827087402,inf,0.0791940838098526,23.658136507150047,1.2177626870993772
76,full,-8438.871603924483,-23092.699089050293,inf,0.10383546352386475,23.767079756943886,1.3401101151353694
76,diag,-17333.828873929484,-22867.05241394043,inf,0.10092143714427948,23.52235742952611,1.2666506620120779
76,tied,-19700.86103002127,-22782.493659973145,inf,0.1108580008149147,24.187764603895175,1.278130644008459
76,spherical,-19968.076856515574,-23221.149410247803,inf,0.1028045266866684,25.316072454858734,1.1736517877839292
77,full,-8298.156821965287,-23144.854221343994,inf,0.10321975499391556,23.9285505498432,1.3066938706112028
77,diag,-17277.746985210775,-22883.83249282837,inf,0.07801838964223862,22.125815375706267,1.338681651219151
77,tied,-19696.77761723905,-22816.984230041504,inf,0.12467896938323975,24.821518568332642,1.1845454936502107
77,spherical,-19884.240313070484,-23180.172847747803,inf,0.10949953645467758,24.634807581497284,1.1740054001797857
78,full,-8116.869598905014,-23156.43691253662,inf,0.10500673949718475,23.580758500246336,1.313451904007079
78,diag,-17206.061729640256,-22885.009204864502,inf,0.06652957201004028,22.38655558973742,1.2755604463450478
78,tied,-19640.613332874796,-22799.393928527832,inf,0.10449285060167313,23.594160643268875,1.2321357889573668
78,spherical,-19882.855589998933,-23221.648105621338,inf,0.08729855716228485,24.580140174017913,1.1720879892721399
79,full,-7729.3278668725725,-22961.76509475708,inf,0.10744587332010269,23.434126677001313,1.3060190052186769
79,diag,-17085.831300424717,-22837.640743255615,inf,0.0974816232919693,23.36387933086124,1.2592567612958179
79,tied,-19602.12958668804,-22799.48416519165,inf,0.11542142927646637,23.905204346575193,1.18551021947855
79,spherical,-19866.772933730357,-23248.42543029785,inf,0.0873415470123291,24.33549108457833,1.2086670901768457
80,full,-7620.626924635057,-23045.93406677246,inf,0.11546868085861206,23.95375046606639,1.281695181351113
80,diag,-17108.599982384716,-22933.271392822266,inf,0.07891596108675003,21.27315619428374,1.286547838865879
80,tied,-19579.876046037163,-22815.804607391357,inf,0.11901800334453583,23.969555598679385,1.157868504838564
80,spherical,-19843.936397914662,-23268.448875427246,inf,0.10631564259529114,23.861738155164964,1.1425502410419284
81,full,-7413.479533117752,-23031.656589508057,inf,0.1019216999411583,23.343140691985138,1.3098851233894782
81,diag,-16927.529327949454,-22825.062705993652,inf,0.0746750757098198,21.885488746978336,1.3486309324902144
81,tied,-19511.193424423156,-22785.69596862793,inf,0.10802780836820602,23.640021566049967,1.2142942803365084
81,spherical,-19800.66205310849,-23268.034511566162,inf,0.12230260670185089,25.135636230007226,1.1496124250390711
82,full,-7341.311404906115,-23152.358375549316,inf,0.1013811007142067,22.776187184764883,1.2961170688033494
82,diag,-16921.629358328646,-22892.024703979492,inf,0.08519715815782547,22.36286232221298,1.296263605543942
82,tied,-19509.57639652863,-22822.652923583984,inf,0.11857342720031738,24.12803196467824,1.1963765918429312
82,spherical,-19764.911821003734,-23275.144260406494,inf,0.10584484785795212,24.47374898936847,1.1663840921883022
83,full,-7137.961918357072,-23141.878803253174,inf,0.10952120274305344,23.43366999441238,1.2475725610724677
83,diag,-16903.9116358697,-22947.168949127197,inf,0.08032232522964478,20.674764125787952,1.2516563363554267
83,tied,-19477.195109295728,-22828.84561920166,inf,0.12036020308732986,24.214341397286596,1.1728876068069032
83,spherical,-19788.672342530568,-23341.764762878418,inf,0.11580134183168411,24.743251041297295,1.156086898265522
84,full,-6836.6535237269745,-23033.440322875977,inf,0.10700810700654984,22.6779289249089,1.3197277357313946
84,diag,-16797.873162220567,-22913.992443084717,inf,0.08516441285610199,21.643411360708438,1.2449113280338917
84,tied,-19399.413084300373,-22789.637577056885,inf,0.11035928875207901,23.300206062978237,1.2093071600614291
84,spherical,-19755.5175503367,-23351.46995162964,inf,0.10498490929603577,23.69051286724526,1.1225299746427109
85,full,-6741.491067970172,-23131.14778137207,inf,0.11340374499559402,23.217221587564705,1.2657567418576492
85,diag,-16742.48366394375,-22931.46491241455,inf,0.08506844192743301,21.201036446371464,1.2774521743195908
85,tied,-19400.665994302577,-22829.464469909668,inf,0.10769359022378922,23.050852517762536,1.2099872829272107
85,spherical,-19659.836623651867,-23298.649005889893,inf,0.09164990484714508,23.42389718367973,1.158385705118477
86,full,-6504.808512573472,-23087.33514022827,inf,0.10768959671258926,22.9888652575798,1.279502141989646
86,diag,-16680.432468279236,-22942.27568435669,inf,0.0930260494351387,21.797085620401315,1.2334627576175834
86,tied,-19394.904866218843,-22862.277324676514,inf,0.11377258598804474,23.23528773162748,1.1657072418173464
86,spherical,-19625.626857855703,-23307.29922103882,inf,0.10929269343614578,23.22492190177722,1.1510750450525828
87,full,-6333.595775292011,-23108.992317199707,inf,0.09897225350141525,22.25235421565288,1.2799707473408
87,diag,-16597.693547547588,-22932.39873123169,inf,0.08240322023630142,21.3948504644522,1.2188662579688891
87,tied,-19325.61998782993,-22831.566429138184,inf,0.10691670328378677,22.610761010332734,1.1706707441248503
87,spherical,-19656.3768355593,-23380.9091796875,inf,0.10065579414367676,23.214176642353095,1.1403654486141355
88,full,-6056.424766983935,-23024.69122314453,inf,0.10050928592681885,22.278552485391398,1.2645170560142205
88,diag,-16483.489783065936,-22891.05693435669,inf,0.08728831261396408,21.414433220938104,1.2797781121183667
88,tied,-19248.040763585308,-22792.56118774414,inf,0.11669329553842545,23.09579046688522,1.1830231559664393
88,spherical,-19541.931718200634,-23309.324043273926,inf,0.10207898169755936,23.69514052556379,1.1336402402354537
89,full,-6027.592496163652,-23188.72886657715,inf,0.1178935244679451,23.41708346815578,1.2404198740973196
89,diag,-16413.78951666168,-22894.218635559082,inf,0.08066979050636292,21.39061275360194,1.265763557655474
89,tied,-19232.616896701526,-22815.711303710938,inf,0.12036978453397751,23.894252387525714,1.2048306518982916
89,spherical,-19562.43513676116,-23372.68744277954,inf,0.1061677411198616,23.70528438456087,1.112996823918249
90,full,-5632.368917512562,-22986.375202178955,inf,0.10446663945913315,22.594069160792305,1.241467498384465
90,diag,-16457.907586744237,-23011.19867324829,inf,0.08416405320167542,21.076865835877204,1.1444337240089277
90,tied,-19211.141783174677,-22832.810173034668,inf,0.11164211481809616,22.713418807744624,1.1414787400547886
90,spherical,-19665.017550072662,-23518.129837036133,inf,0.09780383855104446,22.55435570363648,1.0745040228038916
91,full,-5564.826285211566,-23111.70248413086,inf,0.1057930439710617,22.29436200503103,1.2416932727624168
91,diag,-16289.94523537904,-22916.098289489746,inf,0.08461373299360275,21.469997845862274,1.2148348303784746
91,tied,-19162.694169800416,-22822.936542510986,inf,0.10624685138463974,22.33202857379167,1.1432728387823814
91,spherical,-19490.705241399304,-23386.67750930786,inf,0.10700438916683197,23.429451644378506,1.0908462108409438
92,full,-5351.859126695974,-23091.605239868164,inf,0.11085573583841324,22.900589754114222,1.2231668952239612
92,diag,-16291.415741527273,-22990.43076324463,inf,0.08837802708148956,21.42311986747539,1.1814392724852107
92,tied,-19102.46567645179,-22801.28203201294,inf,0.12007858604192734,23.03533027252726,1.1197167199677331
92,spherical,-19423.428710771597,-23362.260959625244,inf,0.11417947709560394,23.420358040392184,1.1135251217937179
93,full,-5134.475418497761,-23067.09144592285,inf,0.10583697259426117,22.322684157796914,1.23854337493067
93,diag,-16209.899770777312,-22981.77676010132,inf,0.08582964539527893,20.55813286036266,1.2527619921115585
93,tied,-19060.47491122206,-22797.86524963379,inf,0.11714411526918411,22.62247172961632,1.1037498874042089
93,spherical,-19506.468506285248,-23488.160736083984,inf,0.11245798319578171,23.551964729186594,1.0800993156692007
94,full,-4937.050172061023,-23062.536113739014,inf,0.10984423011541367,22.576422405640187,1.2392473945843459
94,diag,-16089.294467446784,-22934.03342437744,inf,0.09165613353252411,21.33460324379227,1.1929392541743895
94,tied,-19045.581603878072,-22821.54592514038,inf,0.12835055589675903,23.58888882550559,1.1577735062485643
94,spherical,-19380.66449839314,-23405.216709136963,inf,0.11166036874055862,22.914788355751945,1.1214493271733852
95,full,-4719.107225428976,-23037.463081359863,inf,0.10979263484477997,22.54648792181456,1.243029337158448
95,diag,-16118.829319908493,-23036.4302444458,inf,0.08792849630117416,20.550993914256797,1.2188486333936237
95,tied,-19007.73493883755,-22822.27324295044,inf,0.12032461911439896,22.634736027468573,1.0985912288210922
95,spherical,-19385.37813729058,-23452.790328979492,inf,0.11016794294118881,22.924992300293557,1.0933198757270228
96,full,-4522.431727222218,-23033.657497406006,inf,0.11003350466489792,22.462269464891417,1.2314797335334804
96,diag,-16004.2732147286,-22994.73610687256,inf,0.08253900706768036,20.383791826865327,1.2470229024596418
96,tied,-18982.695448479644,-22835.807735443115,inf,0.11721229553222656,22.516588719358833,1.1062450441929867
96,spherical,-19453.943285282257,-23564.21545791626,inf,0.09440925717353821,22.062412603670086,1.0589582133525237
97,full,-4427.396277996173,-23131.49196243286,inf,0.1116497740149498,22.33495015411932,1.2269701980646521
97,diag,-15987.96075807776,-23051.28561782837,inf,0.08556387573480606,20.643487975028986,1.1909764632172146
97,tied,-18972.159284537756,-22863.845554351807,inf,0.11774466186761856,22.848619284469986,1.1655168969065641
97,spherical,-19389.594050339365,-23542.726203918457,inf,0.11082599312067032,23.073933408273682,1.0692532779444086
98,full,-4239.713661564321,-23136.679260253906,inf,0.10981125384569168,21.906891357236812,1.2052469352578508
98,diag,-15914.765763585123,-23050.952590942383,inf,0.07327162474393845,20.46736655460242,1.1995834499950122
98,tied,-18913.094334890302,-22843.35458755493,inf,0.11136753857135773,22.07110614697222,1.136193181637589
98,spherical,-19374.191493558097,-23570.183628082275,inf,0.09647192060947418,22.631693300958922,1.0671698681661954
99,full,-3932.40728109438,-23022.242794036865,inf,0.10600326210260391,21.67056931006542,1.2259956729453556
99,diag,-15775.03778340523,-22984.08657836914,inf,0.09410663694143295,21.38890792332674,1.1638718739261813
99,tied,-18869.63889757195,-22838.47313308716,inf,0.1299421638250351,23.256586037738707,1.0902273401189826
99,spherical,-19250.00374619455,-23488.85586166382,inf,0.11091451346874237,22.21052609705939,1.0815235619358528
100,full,-3668.92429921453,-22951.629726409912,inf,0.11255661398172379,22.03167606956431,1.2050127261157035
100,diag,-15779.968193270503,-23061.878955841064,inf,0.09072727710008621,20.611779688203836,1.2063045817102134
100,tied,-18850.44785310638,-22857.856071472168,inf,0.11518214643001556,21.75162376241664,1.1178848803249357
100,spherical,-19286.11667708418,-23567.828773498535,inf,0.08774633705615997,21.63542672985073,1.0620731804853012
