IDCode,n_items,accuracy,avg_rt,var_rt,rt_cv,longest_correct_streak,longest_incorrect_streak,consecutive_correct_rate
lowy720,57.0,0.7192982456140351,23.965456140350877,2110.592748581971,1.9169753190892025,11.0,4.0,0.6071428571428571
mixa281,57.0,0.5614035087719298,19.32026315789474,244.5632571845708,0.8094360958858423,13.0,7.0,0.4107142857142857
sipy389,57.0,0.42105263157894735,20.45113157894737,145.78764296727365,0.5903954670088749,10.0,27.0,0.375
bube109,57.0,0.7719298245614035,18.464087719298245,182.59646535883456,0.7318436828817276,10.0,4.0,0.6428571428571429
boqe999,57.0,0.8421052631578947,13.779157894736842,65.6617356234336,0.5880760631090057,36.0,2.0,0.75
guzo911,57.0,0.7192982456140351,24.17329824561404,454.27914687984804,0.8817094397134099,12.0,10.0,0.6428571428571429
guxe800,57.0,0.7017543859649122,21.29433333333333,497.40807139226183,1.0473512757782057,16.0,4.0,0.5357142857142857
dove442,57.0,0.6666666666666666,18.947285087719298,567.3281877026159,1.257101056241391,11.0,5.0,0.5178571428571429
zivi062,57.0,0.6491228070175439,11.819894736842105,55.575680522352755,0.6307086477968012,17.0,5.0,0.5
lury747,57.0,0.5263157894736842,16.38117543859649,202.4653046046836,0.8686208385926941,9.0,4.0,0.30357142857142855
tuve726,57.0,0.6842105263157895,20.034999999999997,336.9989891880952,0.9162731329897005,12.0,5.0,0.5357142857142857
vihu826,57.0,0.7894736842105263,32.40178947368421,1505.213282006971,1.1973745554356359,15.0,3.0,0.6607142857142857
hata313,57.0,0.631578947368421,17.303807017543857,327.89938192875934,1.0464744661714251,14.0,10.0,0.5
hoki309,57.0,0.543859649122807,18.288298245614033,356.282745091604,1.0321055165118482,6.0,5.0,0.375
kyzy131,57.0,0.5263157894736842,18.317087719298247,228.06115487907263,0.8244593248992037,8.0,7.0,0.3392857142857143
syti148,57.0,0.7719298245614035,17.816257309941523,357.5759104339982,1.0613720583134012,14.0,4.0,0.6607142857142857
syco853,57.0,0.8771929824561403,28.782035087719297,936.9841753936873,1.0635174737286093,23.0,1.0,0.7857142857142857
sefy975,57.0,0.543859649122807,17.369728070175437,62.41676232145989,0.45483889854334864,12.0,9.0,0.39285714285714285
jese656,57.0,0.8070175438596491,18.831771929824562,280.19587746580515,0.8888729392308575,16.0,3.0,0.6964285714285714
guge611,57.0,0.5614035087719298,19.75942105263158,173.90231991091792,0.6673881207928626,11.0,9.0,0.42857142857142855
mesi806,57.0,0.631578947368421,30.716596491228067,993.5437179405233,1.0261725619633888,9.0,5.0,0.42857142857142855
sesi698,57.0,0.8070175438596491,15.213333333333335,185.59531253958335,0.8954866601183583,21.0,2.0,0.6785714285714286
gopa505,57.0,0.6842105263157895,32.10701754385965,632.6878421901629,0.783420224937739,20.0,5.0,0.5178571428571429
duwi894,57.0,0.7894736842105263,17.015719298245614,404.09910370164465,1.1813909265572684,15.0,3.0,0.6428571428571429
hasa034,57.0,0.6666666666666666,29.271456140350878,523.0885679885181,0.781345808841548,7.0,3.0,0.5
pile112,57.0,0.8771929824561403,16.495298245614034,352.65430525172303,1.1384512094015729,22.0,2.0,0.7857142857142857
sivi804,57.0,0.631578947368421,20.11117543859649,157.17164655736218,0.6233753813467668,8.0,5.0,0.5
maho931,57.0,0.5964912280701754,11.719736842105263,426.33417810882673,1.7618024724319308,12.0,12.0,0.42857142857142855
waho571,57.0,0.6491228070175439,21.398070175438598,140.24137526343983,0.5534309890084721,14.0,7.0,0.48214285714285715
mowy859,57.0,0.543859649122807,29.192192982456138,786.6634936698308,0.96078845724978,7.0,9.0,0.4107142857142857
rihi168,57.0,0.42105263157894735,22.009736842105266,859.6441923684995,1.3321235828579139,4.0,14.0,0.19642857142857142
siry766,57.0,0.7192982456140351,33.1669649122807,1264.123714791009,1.0719858629183308,13.0,4.0,0.5714285714285714
qefe646,57.0,0.45614035087719296,19.316561403508775,348.60567793723374,0.9665791199288915,5.0,14.0,0.2857142857142857
zojo883,57.0,0.8771929824561403,15.136122807017545,163.22329864893484,0.8440660501191961,16.0,2.0,0.7857142857142857
dero258,57.0,0.8070175438596491,9.838298245614036,66.82693144725877,0.8309134250078803,23.0,3.0,0.7142857142857143
mika525,57.0,0.6140350877192983,15.39161403508772,94.5536491852757,0.6317641574334772,11.0,4.0,0.4642857142857143
xohi599,57.0,0.7894736842105263,12.00057894736842,93.04757634097744,0.8038043169644083,14.0,3.0,0.6607142857142857
tebe135,57.0,0.6491228070175439,19.875614035087718,725.9958687879541,1.355646696555365,9.0,5.0,0.48214285714285715
naso669,57.0,0.5087719298245614,13.515614035087719,74.41349514063286,0.6382488935372035,6.0,13.0,0.3392857142857143
qecu035,57.0,0.8245614035087719,24.6149649122807,1389.7588558463656,1.5145042766549184,17.0,3.0,0.75
zywy107,57.0,0.6666666666666666,20.80873684210526,414.5268939682018,0.9784319778643398,11.0,4.0,0.5178571428571429
cave700,57.0,0.5263157894736842,15.130964912280703,230.00531018773498,1.0023105629230993,9.0,9.0,0.4107142857142857
nupy082,57.0,0.8245614035087719,13.923526315789475,355.4884852710214,1.3541398817118504,26.0,4.0,0.7321428571428571
hoge626,57.0,0.8947368421052632,13.256719298245615,178.7173511930138,1.008433580318648,25.0,3.0,0.8392857142857143
nivo041,57.0,0.8070175438596491,24.145719298245616,736.905027423371,1.124257030798086,12.0,2.0,0.6785714285714286
karo919,57.0,0.43859649122807015,16.2520350877193,255.80733342940167,0.9841215546293698,6.0,9.0,0.30357142857142855
vuhe805,57.0,0.6842105263157895,22.70705263157895,198.54888621682326,0.6205445432456314,12.0,3.0,0.5178571428571429
kebi083,57.0,0.7543859649122807,10.978122807017543,68.70436818613722,0.7550297954334461,17.0,5.0,0.5892857142857143
faly535,57.0,0.5964912280701754,21.584280701754388,277.1240446677162,0.7712577199528929,11.0,5.0,0.4107142857142857
gelo627,57.0,0.543859649122807,14.30877192982456,190.88435368068605,0.9655678669238336,8.0,10.0,0.3392857142857143
vili771,57.0,0.8070175438596491,16.683456140350874,264.86664210905394,0.9755007528821186,23.0,3.0,0.6964285714285714
katu927,57.0,0.7543859649122807,17.32215789473684,188.16409337045744,0.7918927796706753,13.0,3.0,0.6071428571428571
xiza150,57.0,0.49122807017543857,12.464877192982454,71.65848164000627,0.6791188681824394,11.0,8.0,0.39285714285714285
bevi590,57.0,0.8070175438596491,8.304526315789476,28.16473224840226,0.6390545742570756,15.0,3.0,0.6964285714285714
huve181,57.0,0.5789473684210527,18.8629298245614,296.0960048839756,0.9122358272652329,5.0,5.0,0.35714285714285715
fite050,57.0,0.8245614035087719,12.745947368421053,94.8742972183114,0.7641914337237011,18.0,5.0,0.7321428571428571
nysu060,57.0,0.7894736842105263,12.777192982456139,83.08703237965226,0.7133968206119312,18.0,4.0,0.6785714285714286
kaho190,57.0,0.6842105263157895,24.550061403508774,403.3216618306116,0.8180374594725383,11.0,4.0,0.5357142857142857
